"","x","y","year","y_rev"
"1",1.48685476623765,0.109923403845205,"1980",-0.109923403845205
"2",1.47665981567851,0.264965734662916,"1980",-0.264965734662916
"3",1.4780051540879,0.337965636951736,"1980",-0.337965636951736
"4",1.24201039946396,0.501493440552379,"1980",-0.501493440552379
"5",1.17138658193402,0.647459841956785,"1980",-0.647459841956785
"6",0.84319034096367,0.635733756018439,"1980",-0.635733756018439
"7",0.70204631060956,0.728506276477687,"1980",-0.728506276477687
"8",0.452939442665842,0.804250327891389,"1980",-0.804250327891389
"9",0.235806654278942,0.758701270293465,"1980",-0.758701270293465
"10",0.0902876624927964,0.743083882157263,"1980",-0.743083882157263
"11",-0.233717547119258,0.753041885326903,"1980",-0.753041885326903
"12",-0.463419020483551,0.72967764785064,"1980",-0.72967764785064
"13",-0.538293847291413,0.662680157666559,"1980",-0.662680157666559
"14",-0.705874453273755,0.714541970645181,"1980",-0.714541970645181
"15",-1.03576625035928,0.622071372167583,"1980",-0.622071372167583
"16",-1.15144924460595,0.576035361683055,"1980",-0.576035361683055
"17",-1.25050976496344,0.525602825848794,"1980",-0.525602825848794
"18",-1.35973512213544,0.276160264746504,"1980",-0.276160264746504
"19",-1.43312057565027,0.129691195116046,"1980",-0.129691195116046
"20",-1.62257817216335,0.00528016985593503,"1980",-0.00528016985593503
"21",-1.44787129672708,-0.0299574780672464,"1980",0.0299574780672464
"22",-1.51482026143266,-0.335222571380934,"1980",0.335222571380934
"23",-1.20555942108226,-0.306149921313097,"1980",0.306149921313097
"24",-1.22715368330279,-0.459142095228297,"1980",0.459142095228297
"25",-1.27740308433131,-0.540631257985159,"1980",0.540631257985159
"26",-1.17936769096167,-0.552951093010058,"1980",0.552951093010058
"27",-0.856872423481142,-0.687626006006679,"1980",0.687626006006679
"28",-0.785004335209138,-0.664358186110817,"1980",0.664358186110817
"29",-0.260665255711841,-0.793767055337456,"1980",0.793767055337456
"30",-0.0941901197786999,-0.80134487411317,"1980",0.80134487411317
"31",0.263275285920969,-0.75967262255813,"1980",0.75967262255813
"32",0.407179557318977,-0.795444938526354,"1980",0.795444938526354
"33",0.437565360170945,-0.738607731393421,"1980",0.738607731393421
"34",1.07799800934378,-0.552536099363556,"1980",0.552536099363556
"35",1.35561866378797,-0.446358847143275,"1980",0.446358847143275
"36",1.61939279431913,-0.322759236685488,"1980",0.322759236685488
"37",1.58510733061795,-0.192830876178537,"1980",0.192830876178537
"38",1.55662422576871,-0.143162207032167,"1980",0.143162207032167
"39",1.64669345627746,-0.136656044104923,"1980",0.136656044104923
"40",1.56676829676216,-0.0311028359040362,"1980",0.0311028359040362
"41",1.48157776397505,1.7695642810877,"1990",-1.7695642810877
"42",1.38143003811036,1.86715959636234,"1990",-1.86715959636234
"43",1.34457583329067,2.01638110664588,"1990",-2.01638110664588
